Mensaje,Clasificación
Pues no creo q 3 ambulancias q son cn las q cuenta la cruz roja d san luis cn sta nueva xq eran 2 sean suficientes para todo san luis ya q una ves yame para pedir una y m dijiseron q una stava n un accidente y la otra x una persona y tenia q sperar a q se desocuparan,
Ojala y usted ganara pero los sanluisinos solo piensan que hay 2 partidos politicos.,
Para mi eleccion.. la verdad es el unico que me a llenado el ojo... 👍,
Yo x morena,
"vamos con todo y  gracias por su apoyo ,usted tiene el perfil que los san luisinos necesitamos.",
Se la hubiera regalado a los d Rescate DeSonara Internacional AC ellos si ayudan y la necesitan mas,
Gracias,
La cruz roja pide dinero cada año pero cuando la ocupas nunca llega los primeros en llegar son los del rescate y a ellos no se le apoyan,
"Bien hecho Santos, creo que esa acción es por el bien de los san luisinos, ya lo demás referente a la Atención a la ciudadanía corresponde al patronato que la administra. Tu ya cumpliste con tu donación",
"Eso es todo, vamos San Luis rc,",
Con el apoyo de la gente claro que ganaremos. Si se puede. Santos González  Yescas,
Un agradecimiento como ciudadano a santos Gonzalez espero la ciudadanía lo tome en cuenta este 7 de junio,
Asi queremos un candidato en tlaxcala que apoye a instituciones de ayuda.Felicidades a don jose y al señor santos.suerte.,
Muchas felicidades santos. Eres chingon. ...!! Y cada día más territorio morena..animo...!! Saludos.,
Ay guey auque no ganes todos los que tienen dinero deverian de ayudar sele agradese la ambulansia pero mi boto no es para usted,
Saludos Sr.Santos. se q sera un buen presidente para la ciudadanía de San Luis Rio Colorado. En hora buena. SALUDOS,
si compraran ambulancias en vez de gastar en grupos musicales!! deberian ver el ejemplo en el sr yescas!!,
Es necesario dar oportunidad a quienes no la an tenido,
Señor santos gonzales yo no creo en candidatos pero confiare en usted  sea dirigido a mi ver con buen desempeńo tendra mi voto,
Muy cierto Hector Rogelio Medina,
"pues espero que la usen de gratis por que dejan cualquie emergencia por algun traslado que va pagado, ademas que cualquier emergencia la cobran, eso si no están ocupados en los cierres de campaña como el dia de ayer dejando a los que  verdaderamente les coopera voluntaria y sinceramente a la buena de dios sin cumplir verdaderamente con su responsabilidad de hacerlo gratis y a tiempo, para ellos son "" primero los dientes que los parientes "" deveras que lastima espero y cuando el compañero Santos ocupe sus servicios no les pegue amnesia y no vayan a ayudarlo por que ""esta  una emergencia de traslado"" o "" pues es tanto por servirle"" o están en el cierre de campaña de alguien,mientras los sanluisinos están muriéndose ! que decepcion! a pesar del gran esfuerzo que hace le Dr.Rascon esta institucion se convirtio en el modus vivendus de los supuestos voluntarios o trabajadores",
Vamos aganar,
Ya nos podemos accidentar agusto,
,
Luis Ramirez,
"Si gana Ojalá y si cumpla , y usted de el cambio que necesita san Luis !",
Exelente Santos.,
"De voz en voz , esa es la mejor propaganda !!!",
y donde fue?,
"Aqui esta Margarita Fernandez Lopez, estas coordialmente invitada a nuestro Cierre de Campaña",
Me gustaria que publicaras  con anterioridad los lugares donde van a estar,
Es todo mi gallo a la presidencia municipal,
Ya q estes ahi Santos Gonzalez esperamos q quites ese cochinero de calles q estan aciendo esos pen#$@&?,
asi sera con el apoyo de todos,
"solo unos dias, y nuestro presidente sera Santos Gonzalez Yescas, primero Dios.. Morena /va",
Asi sea!!,
Y su hija,
√,
"ojala que la gente nesesitada del municipio de san luis rio colorado, que se que es mayoria ,entendiera que hace falta darle la oportunidad a alguien que deveras luche por el bienestar de los mas nesesitados",
"Mucha suerte... Mi voto es de ustedes.. Estamos tan cansados y fastidiados de lo mismo, de ver como los otros partidos se devoran entre ellos, en lugar de preocuparse por el pueblo. Creó que debemos de darle oportunidad a alguien mas. Suerte.",
Muy cierto juan castro y si ayudará a los más nesecitados y a su familia lo ayuda,
"Dios Bendiga a este señor Gonzalez Yescas, y que Dios le permita ser Presidente..",
"Un saludo y mis Respetos para ti Santos, que estes bien ponle Ganas como tu sabes te va ir Bien",
Saludos santos y anibal urias,
yo tambien aver si hay pal cierre de campana,
Yo también!!,
Vamos con todo para un cambio,
yo quiero una  camiseta :),
√,
Mi voto va x morena,
vamos con todooo,
Esa es mi Madre apoyando al Candidato :),
Y que hacen con todas la colectas que uno da? Que no se supone que es para eso?,
Esto es mas importante que las fiestesitas populares!!!!,
Eso es bueno. Santos Gonzalez y no mandar hacer boletas falsas en baja calif.,
TE FELICITO SR. SANTOS ESO ES MEJIOR QUE Tirar  tanto dinero  en propaganda que no sirve,
Estodo santos,
"excelente, muchas felicidades..... #morenasiiiiiiii",
Animo asi se ase santos.,
Muy bien morena .....,
Muy bien 👍👍👍👍👏👏,
Muy bien Sr. Santos Gonzalez...... gente como usted es la que se necesita al mando del gobierno,
Un Ejemplo sin duda alguna!,
Eso animo y a echarle para delante bamos con todo,
Y siga adelante y primero la familia y Ud es un buen  lo demuestra con todos hijos,
Nada  muy bien hecho,
animo,
Bien!!!,
eres el unico santos tu contigo si se ve ke ayudas ala gente lastima ke la gente esta.idiotisada con los mismos pan y pri no abren los ojos...pero yo voy por ti....,
Muy bien por morena...,
"Que buena acción de tu parte Santos, mientras los que gobiernan andan viendo como seguir, sangrando al pueblo. Estamos contigo cuenta con el voto y el apoyo de toda la familia",
Listo,
Donde sera hoy mitin?,
la radio de los carros lo agarra esa estacion,
Gracias!!!,
se puede asistir,
Si si no tienes dinero no te dan el cervicioo y todos los año si piden para eso i no se ve y digo y avlo x k ami le paso d nada sirven cruz roja mexicana es lo mismo una particular,
"Una preguntita: ¿Y VA BIEN EQUIPADA?....¿O SOLO ES EL CASCARON????.....digo, porque si vas a hacer el favorcito, pued de una vez haslo bien!!!",
Cuando uno los ocupa no van xq dicen q están lavando las ambulancias,
"Oye pues que bueno! desfibriladores y equipo de oxigeno etc etc...y la capacitación también!....¿de que sirve una unidad bien hermosa si quienes te recogen no están capacitados.....¿cierto?......aun asi se agradece, pero si, de una vez completita para que no se vaya a quedar ahi parada por no estar equipada! ;)",
También debería de apoyar a Rescate De Sonora Internacional AC también apoyamos ala ciudadanía sin parar y sin apoyo gubernamental,
Yo no soy de sonora pero porque la jente es tan negativa si en vez de agradecer que ayudan a su pueblo,
Buen ejemplo. Saludos santos.,
Muchas felicidades señor!!!!,
K bien señor felicidades! !!!!,
"Otro motivo mas para votar por Santos Gonzalez Yescas, ya queremos un San Luis Rio Colorado diferente, vamos por el triunfo!!",
Éxito santos. Los san luisinos no keremos limosnas eso va en contra de la dignidad de las personas ..un trabajo con un salario digno y el respeto k el pueblo se merece..esperemod s lograrlo con usted .y morena x k un hombre solo no puede acabar con tanta injusticia ..solo unidos podemos lograrlo ..,
Eso estodo santos gonzalez yesca yo te apoyo soy morena,
Hagamos historia con santos yescas vamos desterrando al prian!!!!,
"Mejor se la hubiera regalado a proteccion civil que son los que van rapido a cualquier emergencia, la cruz roja si no pagas 300 pesos no te da el servicio",
ejemplo de ciudadano y mas aun siendo un candidato mis respeto y asi debieran de ser las campañas dejando obras y no promesas,
Muy cierto todo el tiempo no tienen gasolina las ambulancias no se como piden y piden dinero que para apoyar ala cruz roja y ella en que forma apoya cuando uno esta en problemas dificiles no asen caso y te dicen no hay ambulancia  que hay una sola entonces en vez de patrullas manden ambulancias por eso se mueren las personas porq no hay ambulancias para aser el traslados los enfermos,
muy bien 👍eso es pensar de manera inteligente sr. santos gonzales ...,
Eso es pensar en la ciudadanía y querer hacer las cosas como deben de ser desde un principio muy bien felicidades y adelante,
De que sirve darle herramientas...si de todos modos cuando uno los necesitan ni se aparecen...aparte que tardan mucho te quieren conbrar el mendigo servicio...,
Excelente Santos Congruencia en Tus Actos Como Toda la Vida. Adelante.......,
"Como ciudadana le doy las gracias!!! Porque esto es apoyar a los sanluisinos, Cruz Roja es de todos y para todos, desde nuestra trinchera hemos apoyado esta Honorable Institución y créame si cada uno de los que critican de manera irresponsable, se diera el tiempo de visitarla y checar con sus propios ojos lo difícil que es mantenerla activa al 100, y darse cuenta como aparte de recursos materiales, hace mucha falta el valioso recurso humano que son los socorristas, inmediatamente actuarían así como usted, apoyándola de manera responsable y generosa!!!! Muchísimas gracias por su apoyo y generosidad!!! Le deseo mucho éxito!!!!",
"Muchas felicidades y Gracias por ayudar a nuestro San Luis! no cualquiera lo hace. Y para los inconformes deberiamos de estar orgullosos que existan personas como Santos González Yescas que estan siempre dispuestos a ayudar a las personas y a la ciudad, en vez de estar poniendo peros al buen gesto de nuestro candidato. Tal vez pudo haber invertido este capital para hacer un gran cierre de campaña  o grandes espectaculares o en infinidad de publicidad, pero NO! lo invirtio en el pueblo en San Luis R. C. que si la Cruz Roja la equipa o no, la da buen uso o no, eso es responsabilidad de la Cruz Roja y sus Administradores, lo principal ya esta La Ambulancia y no caen del cielo, cuesta y No cuestan dos pesos. Tal vez sean simpatizantes de otro partido y se respetan pero hay que saber ACEPTAR Y RECONOCER que regalar ambulancias, que ayudar con material para construir casas, que ayudar con medicamentos, que dar ayudas economicas, no solo en meses de campaña si no todo el  año, es de un HOMBRE CON VALORES Y BUENAS INTENCIONES. #NoDigasAdiosalaEsperanza",
Mejor.la.hubiera.donado al ambar esos si acuden al 100 y la ocupan mas qe la pinche cruz roja rata,
Sr. Candidato mejor regaleles vales por gasolina porque cuando uno las ocupa nunca traen gasolina las unidades,
Buena desición Santos... Lastima que muchas de las ocasiones el mismo personal no valora este tipo de donaciones y les vale y hasta le dan bajon si traen equipo o accesorios que ae puedan quedar con ellos o cambiarlos por otros de menor calidad...,
"El mundo siempre esta lleno de buenas intenciones lo difícil es llevarlas acabo,las cosas se quedan en intenciones mas no ha hechos.....santos Gonzalez yescas efectivamente es todo lo que se dice de el.trabajador,honesto,honrado,... Pero mucha gente no lo sabe hay canditatos pero no hay campaña tristemente!! Nomas se oye pri-pan",
Vamos con #morena,
"Necesitamos un cambio y MORENA me parece el ideal y si roba por lo menos que sea otro NO PAN,  NO PRI",
Apoyen a Santos González Yescas. Y MORENA la esperanza de San Luis!,
"No le creo por que cuando pierde luego dice ""al diablo las instituciones """,
Ojala y todos pensemos igual  ayk darle la oportunidad amorena  ya seladimos al pan valieron verga  sela dimos al pri y segimos valiendo  verga ya vasta kieres un canvio vota morena no soy politico soy siudadano como  como tu. K kire un canvio. Grasias,
Me convenio con sus palabras bonitas jaja,
Así es sólo se notan 2 tesoro que se reparten el poder y como tú dices no los mantiene el gobierno más bien no los mantiene el dinero del pueblo ojalá que en méxico un día dejen de darle dinero y entonces sí a ver si vuelve a aparecer un partido político más te aseguro que no volveríamos a ver ni un partidito más cuando ya no haya dinero para repartir,
"monaliza cortez mis respetos, se que vives en mexicali y por eso no te haz percatado de que una gran mayoria   de  personas de clase humilde  y trabajadora, cansada de tantas promesas, esta creyendo en santos gonzalez yescas, estan seguros que no los va defraudar, por eso su voto esta asegurado.",
yo creo que lo mas importante de todo esto es la civilidad del pueblo salgamos a votar por quien sea pero sal a votar y que gane el mejor y si gana al que le fuistes y te paga mal demandaselo,
"Arre mi gente yo también estoy hasta la madre de azules y rojos, ya eh votado por ambos partidos y nada así que en estas eleccione voy con morena total que más podemos perder que ya hayamos perdido con los demás partidos así que anime monos al cambio",
"Simon ke si!!!!
el cambio se lograra si nosotros votamos por otros partidos ke no sean PRI y PAN....vamos Morena!!!
Mi Voto es con UDS!!!!
#MORENA #AMLO #SantosGonzalezYescas",
Apoyemos a morena el cambio si se puede....de nosotros depende el futuro de nuestras familias. ..,
animo santos estamos contigo,
"Convenzan a 5 personas más que voten por MORENA y esas 5 personas que convenzan a 5 mas cada una.  Es hora de darle la oportunidad a los demás, ¿qué más nos puede pasar? Hasta ahora todo lo que nos advirtió AMLO se esta cumpliendo, pero lo tiramos a loco. #AMLO2018 PRESIDENTE",
Alguien que me diga cuando se ha hecho tanta obra publica como con Guillén? Sin insultar,
Que chingue su madre  puto político  de mierda,
"lopez obrador ya lo dijo! 
hay que apoyar a Santos González Yescas y a morena :D",
"Pinchi viejo mierda como se le ocurre  desir todomlo. Q dijo si dejo a un pobre viejito con la mano estirada x saludarlo no , as x q se iban a en susiar x q iba a una entrevista  ala &#€$&*/*!#",
Al loco de andrés manuel lópez obrador le dieron su partido político para que ya no estuviera dando guerra y de ahí sigan mamando del presupuesto sin trabajar ese tipo es igualito que es fidel castro evo morales y el comandante hugo chávez al que le hablaba el pajarito está cortado con la misma tijera está loco,
Lo sigo retando señor yescas si no gana la presidencia municipal renuncia a cualquier premio de consolación demuestre que es un ciudadano honesto y que no va por una regiduría porque desgraciadamente sabemos que la presidencia no la gana ni yendo a bailar a chalma seamos honestos,
Ta gueno si chucha como no,
Ps no iva a votar pero no se puede perder mas a darle la oportunidad,
NO CREO NADA DE LO QUE DIGA AMLO YA QUE ES LO MISMO O YA SE OLVIDO QUE TAMBIEN FUE PRIISTA? Y SALIO DE AHI PORQUE NO CUMPLIERON SUS CSPRICHOS Y AHORA QUE SALIO DE PRD TAMBIEN HABLA PESTES DE ELLOS SOLO PORQUE EL GRUPO QUE EL REPRESENTA NUNCA PUDO TOMAR EL CONTROL DE DICHO PARTIDO Y LOS CHUCHOS SIGUEN  GOBERNANDO AL PARTIDO .COMO NO PUDO POR ESO CREO A MORENA Y YA DIJO QUE EL SERA EL CANDIDATO PARA EL 2018 Y NADIE MAS .,
Ay que votar por Alejandro Gonzalez Yescas que c a s m el pri y el pan,
que onda con una camisetita lic????,
Saludos familia que gusto verlos juntos y apoyándose! Les mando un abrazo fuerte.,
Saludos a todos!! Mucha suerte!!!,
"Es lo menos que podemos hacer hermano!

Eres un. Ejemplo a seguir como hermano y como ciudadano! 

Santos González Yescas y MORENA la esperanza de San Luis!",
Santos le desep todo el exito del mundo!!!,
"personas como usted honorable, trabajador,con buenos principios quie este mando de nuestras ciudad y animooo",
Tiene mi voto y de mi familia este 7de junio..  👍,
Sanluisinos de bien,
SOMOS DOS EN CASA,
"Santos González Yescas, si gustas poner una manta tuya en mi casa adelante, pero solamente tuya, no de otros candidatos, tienes mi autorizacion, apoyo y respeto, espero y cumplas con todo lo que acabo de leer,  yo voto por candidatos no por partidos, y tu me has convencido, vivo por la Guadalupe Victoria 31 y 32 # 3103 casa con 4 botes blancos afuera. exito!!",
Bonita foto 😍 solo faltaron ustedes hermana Rosa Rosa Montoya y hermano Alejandro Gonzalez Yescas siempre unidos apoyando y como no hacerlo si eres un gran hermano Santos Gonzalez Yescas  me siento muy orgullosa de ti! A ganaaar! 😃😘👏👏,
💞,
Lo Apoyamos en nuestro Hogar. Puden venir a poner una manta o lo que tengan a mi casa !! Dios l Bendiga !,
"estamos con usted lic ,adelante con todo, y echese una vuelta para pa la colonia reforma ,casi no se ve morena.",
"suerte sr , y por favor cumplanos !  después de todo muchas personas preferirán depositar esperanzas en alguien nuevo",
"sr . como podre ver o donde puedo encontrar las propuestas que tiene para san Luis de ser electo ? claudia de llegar al gobierno quiere eliminar los uniformes y zapatos escolares , con la finalidad de eliminar todo lo que el pan a hecho , y muchas miles de familias dependen de esas ayudas , por eso estoy comparando propuestas y hacerlas ver a mi familia y amigos.",
Tiene Mi voto tenemos q ganar,
Pero no invito,
(Y),
El cambio k México necesita esta en morena..,
También echese una vuelta en la fraccionamiento villas de las flores,
Le voy a lo nuevo #SGYescas tiene mi voto,
Ay Andrés que feo te vez!,
"Estoy seguro k si ganaremos esta vez pues no permitiremos k nuevamente nos vuelvan a hacer fraude ""km todo vamos x ese triunfo"" mi estimado Santos González Yescas.",
que inosentes.apoco creen que el es diferente.el es un vividor .en fin .,
Estamos listos para el cambio,
UN SALUDO MI AMIGO....,
Saludos amigo,
Yo kiero tambien una,
yo soy estudiante de UES y la verdad es que solo afecto el cambio de nombre porque parece que estamos en escuela privada subio bastante la colegiatura,
"Carlos Zamora Orozco, quizas chana sea igual que juana, pero para entender eso de la importancia del nombre del Cesues, deberias haber estudiado ahi para comprenderlo, pero en fin hay quienes no entienden y por lo tanto menos vas a entender el hecho de las razones que a esos corruptos les importan un carajo lo que la gente piense, desee o sienta y solo decide en base a sus propios intereses y por lo tanto no son dignos de confianza y mucho aun que despues lo niegan aun a pesar de las evidencias,  si tu crees que ese es un buen gobernante o como muchos piensan que fue el mejor presidente, eso es no tener valor civico.",
"Cesues estaba mejor sin cambio ya que todo era más barato y podías negociar convenios, pero a nadie le importa hoy tiene otro nombre y las mismas carencias",
"Es incomprensible tu comentario Valdez Anastacio, ni con la evidencia razonas, es triste pensar que por gente como tu sigan gobernando ese tipo de personajes lastima de voto tirado a la basura.",
Mm pues a quien le creemos unos dicen una cosa otros dicen otra ya no hayo ni x quien votar en fin,
"Fin duda ah sido unos duelos mejores presidentes mpales.Enrique reina..y a mi opinión,si el cesues..cambio de nombre..sigue siendo universidad,la primera extensión universitaria en san Luis..que mas da CHANA que Juana pues!",
"ME  MOLESTA LA  BURLA  DE LOS DEMAS  ALUMNOS..   SIEMPRE  ME MOLESTO  EN LA UNIVERSIDAD  LA BURLA DEL PENDEJO QUE NO  SABIA DE  QUE SE BURLABA    PERO  EL  QUE SABE  SABE YEL  MENTIROSO  SIEMPRE  SERA UN PENDEJO  QUE  SE  CREE ,MUY VIVO---",
Pero como sea fue unos de los mejores presidentes que a tenido san luis aunque halla tenido errores,
"Mi pregunta para los que dicen que fue el mejor presidente municipal que hemos tenido: quisiera saber cuales fueron los logros que Enrique Reina hizo durante su administracion, que los ennumeren por favor así como los logros que gestiono para nuestro municipio en sus diputaciones, porque me imagino que todos aquellos que argumentan que fue el mejor presidente municipal, es porque tienen a la mano todos los beneficios que trajo a la ciudadanía... O solo hablan también ya como borregos!",
"Me pregunto si con el cambio de mombre de la universidad. Les afecta a los egresados del entonces CESUES. Pierden acaso su identidad como profesionistas?? Si acaso es asi. Entonces la situacion es muy grave., Por otra parte si el cambio de nombre obedece a que algunos personajes puedan obtener algun beneficio economico. Eso tambien es muy grave si es demostrable., En lo personal eh escuchado a dos sobrinos que culminaron sus estudios y estan muy molestos. Les aumentaron los costos y eliminaron beneficios que tenian. Eso es triste y lamentable. Pero finalmente creo se deveria de analizar bien esto despues de que terminen las contiendas. Un estudiante NO es politico al fin y al cabo.",
todos roban y el si hizo algo x san luis. el unico que robo poco fue el presidente de mexico  albaro obregon. x que. porque no mas tenia una mano. y al momento de tepartir no agarro mucho.  jajajaja,
y porque los hijos de politicos no estudian en escuelas publicas...????,
"Si esta caro 3,880 , vete ala UABC ahi pagas 2200 (:",
"el punto es que quizas mi opinion valga menos o mas que las demas, lo que aqui se trata es de presentar evidencias  del comportar de alquien que fue presidente y paso en blanco, fue diputado local y lo mismo, fue diputado federal y sigue en las mismas, que vamos a seguir manteniendo a parasitos que solo sacan provecho economico de los puestos, pero como  digo el punto es que la culpa no es de ellos, la culpa es de quien sigue votando por ellos y no se da cuenta que con su irresponsabilidad nos lleva a todos por delante, razones el voto y elijan con inteligencia, ya basta que aun con pruebas evidentes no quieran darse cuenta de estan dando un voto a la corrupcion y a la indolencia o no es asi.  Alejandro Gonzalez Yescas Manuel Arvizu Eloina Inclan Jose Mariano Meza Salcido",
"México tiene dl gobierno que merece, gobernantes ignorantes para pueblo ignorante.
¿En qué otra parte del mundo el gobierno puede jugar con el pueblo y aun ser llamado salvador?.
México está tan lleno de ignorancia que en el futuro le robaran al pueblo y les cobraran por haberlo hecho.",
A  y sigues con lo mismo ardido pus no votes por nadie porque si acorruptos hablamos no hay a quien irle aaa y por favor no me digas que nomas hay un partido y que ese es el pri  porque ni tu te la cres,
Es caos el país educación no alcanzables para los bolsillos de la mayoría ...no alcanzan 100 diarios para vivir todo eso un caos ...me entristece ...pero como opino ahí alguien a mi si me alcanza y pago el doble no se crean sarcasmo... Tu odo lo pasó...pero decir que es el mejor presidente no chingyen no se burlen respeten ...a la mejor consideran el mejor apropiarse de ranchos pozos de aguas de lotes ser cómplice de Guillermo padres,
Paleros del pri,
"Q verguenza con este palero ,el q qier estudiar lo ace ,no necesita nombre  ,mi hijo esta en el ues y le esta echando ganas  y es un buen muchacho , ay muy buenos maestros  ,ponganse a estudiar san luis necesita gente preparada ,no mitoteros ,santos gonsales da propuestas inteligentes ,no comfrontaciones ,san luis no necesita caudillos ,necesita gente preparada ,saludos",
"Joven Carlos olea..es muy respetable su opinión..pero como la suya la mi debe ser respetada también..y referente a que fue un buen presidente municipal,es por que así es mi punto de vista,si para usted no,se respeta también..y referente al valor cívico,lo tengo como usted,por eso doy mi opinión simplemente...saludos!",
PUES ESTA MUY CLARO TODO.,
Meliza ya se que tu voto el libre y secreto pero para que razones por si acaso pensabas votar por el.. jajaja te amo hermana!,
Carlos olea lo que quiero decir que teniendo errores como todo ser humano tubo tambien grandes haciertos,
Erick Cortinas,
Dulce Favela,
Saludos,
"Señor, acabo de leer sus propuestas y mi voto sin duda será para usted, lástima que la gente sea ""acarreada"" de los partidos políticos y no vean en realidad las buenas propuestas, ¡saludos!",
Me gustan sus propuestas,
SIGAMOS SUS PROPUESTAS...,
QUEREMOS SER LA DIFRENCIA #morenaNoCompraVotos,
"Sr.santos yescas,no se si mi comentario lo leera o no pero me gustaria dar mi opinion,ustedes como candidatos ofresen mucho,seguridad,empleo,y sobre todo quieren cambiar la economia de un dia para el otro,soy un empresario que como muchos an cerrado sus negocios o empresas,por que san luis tiene el costo de luz muy alto y el agua,si ustedes lucharan por cambiar esos consumos altisimos nosotros como empresa generaramos muchos empleos mas sin enbargo tenemos que serrar y ustedes no ofresen apollos ni tratan de inpulsar la economia empresarial,sr candidato recuerde que no de patrullas y seguridad vivimos en sl.recuerde que una empresa genera empleos y genera economia a familias y ala cd..",
El policia de barrio fue implementado en la administracion de enrique reina no robes ideas q no tienes mas que ofrecer,
"propuestas no promesas es lo que el candidato de morena Santos González Yescas, expone, no con promesas queremos ver llegar a nuestro candidato, sino con propuestas y compromisos. Entiendan amigos lectores que ya basta de promesas y vayamos a las propuestas y sumemonos al esfuerzo, todos somos gobierno.",
Sr gonzales yescas. Pues debería de ir los mandando para acá para el nuevo san Luis. Diario roban.una casa o se roban un carro y la policía no hace nada.,
dejemos de ser conformistas. las propuestas del señor me parecen buenas y razonables.  vamos dándole la oportunidad de que las realize. no nos conformemos solo con un buen sueldo o con que bajen el precio de la luz..queremos el paquete completo!,
"Garantice un empleo bien pagado y se le soluciona: el abandono de las casas, el bandalismo y los robos. Se ahorrará el dinero de las patrullas y de los elementos de seguridad. De nada... :P",
"Yo no soy de ningún partido pero espero que ustedes sean diferentes ,eso Si que no sean cómo el peje  ,mala influencia para ustedes",
"y usted Chacha Komander, si sabe lo que quiere de un gobierno?",
Mejor ayude a colaborar en poder obtener alguna casa de esas,
Senor aumente los sueldos por k esta mas varato en estados unidos la despensa k aqui en mexico y eso k de mexico va todo para alla nosotros nos comemos la resaga y los ricos empresarios le dan la calidad a estados unidos por eso nadie cree en ustedes iguale el sueldo como en el pais vecino para que los empresarios corruptos no se queden con todo,
sr. YESCAS REALMENTE LE DARA ESE PODER A UNA PERSONA SIN PREPARACION EN ESTE RAMO? ILOGICO,
Jajjajaja k le pasa a este señor...no sabe ni lo k dice..,
Muy bien lo felicito sigale adelante saludos un fuerte abrazo,
Muy buena idea,
A que buena idea,
Vamos santos,
:),
Santos una duda!,
(Y),
"Que buen comentario , eso es poco a todo lo que vas a lograr , eres un orgullo de tu fam. Y de san luis . y vas para delante. Te quiero y extraño wero. Besossss",
K buen comentario de gonzales yescas mucho por ti Rafa Cordova nuestros mejores deseos atte.tu tio Rafa y Aida Leon,
"Apoyar al deporte es muy importante para tener muchos RAFAEL CORDOVA compitiendo al mejor nivel...

¡NO digas ADIÓS a la ESPERANZA! 

Santos Gonzalez Yescas y MORENA la esperanza de San Luis!",
Arturo Van Cordova Brenda Cordova Brenda Cordova Alfredo Cordova,
Los jóvenes quieren y merecen un mejor futuro para su ciudad y confían en usted  y por eso cada día se unen mas felicidades y vamos por todo,
felicidades sr  santos veo q su trabajo va cosechsndo triunfos siga adelante,
100% MORENA..  100% Santos Yescas,
Si Santos yo confio en ti q le seras fiel a San luis,
,
Morena-morena!!!,
Para que se vuelva a parar ahi :(,
"EJIDO,  Luis B Sanchez????",
felicidades eso esta super bien  y si puedo ayudar con gusto,
"El gobierno panista construyó gimnasio para 20 karatecas, frontón para 10,teatro para otras 20 y así le puede seguir. Las obras tiene que ver con la utilización de las mismas de la mayoría de la población.",
Excelente  #SantosYescas,
"Están fácil ayudar a la gente, solo se necesita :
NO ROBAR y VOLUNTAD!

¡ FUERA los RATEROS del GOBIERNO! 

YA ESTUVO BUENO!

¡ NO digas ADIÓS a la ESPERANZA! 

Santos González Yescas y MORENA la esperanza de San Luis!",
muy buena propuesta ojala que la gente lo tome en cuenta,
Con todo respeto Daniel Garcia no todos somos iguales algunos sokos mas endebles que otros y si padecemos de una enfermedad llamada adiccion y no spmos huevones porque dale trabajo a un adicto y te lo hace pero gente sin conocimientos como tu hacen ver este problema como una plaga,
Diego lopez n tengo cinocimiento d esi n lo necesito n ocupo se adicto para saber d eso tengo amigo d apunos d esos k x k m mama m dejo k x k m mujer m iso chivo y muchos pretestos es mejor decir k n fuiste y eres lo k eres k decir estube y sali berguensa deberian tener x k a nadie obligan a nada si usted son d los k se suben a predicar lo k fueron con orguyo estas mas mal k yo y mejor decir n fuy n sere x k ay muchos ejenplos n ay borracho k coma lumbre ay muchos k an tenido k enterrar a sus jefas para agarrar el royo y keda comprobado k n es adiccion son baketonadas. Eso pienso y pensare o dile a un adicto k kiere una buena comida o una mala cura y beras l k t contesta n es adiccion es pendejismo aser algo k t yeva a la muerte pero antes t chingas en t familia. E dicho y l sostengo frente a kien sea,
MUY BUEN PROYECTO. ....,
Hasta ahorita es el único que le escuchado una propuesta que dice como y porque se tiene que hacer. Los otros nomas traen una lista de deseos.,
"Ocupamos esta gente en todo el pais
Yo te apollo santos",
Vaya asta k escucho algo bueno  tenemos k ayudar a estas personas y acabar con las k envenenan a los jovenes,
Esta es muy buena.............no iba s votar pero asi pos si ESPERO KSEA CIERTO,
Me gusta su propuesta.eso es lo q hace falta.q. el gobierno se interese por por las personas con adicciones.q tenga el gobierno un lugar especial para su recuperacion.nadie a dicho ni hecho nada por estas personas hasta orita por ellos.gracias.Sr.santos por ese proyecto.,
Denunciar y acabar con los picaderos seria la mejor estrategia,
Con todo el respeto que se merece señor no se ocupa hacer un puente para cruzar el oyo que se hizo y no se cobarde en vez de hacer otro centro de rehabilitacion que ya hay muchis en san luis porque no va tras los mafiosos que surten a las tienditas que no es mas facil y asi erradicamos el consumo,
Aora resulta k estan enfermos de una enfermeda cronica guey pinches ninos consentidos vivi lo mas culero k pueda vivir un nino y n soy adicto son puras pinches excusas d la bola de huevones k casualidad mejor pon un centro y l regalas todos. Los dias una fumada a todos para k n roben. Estas vien jodido,
Y disculpa con que dinero se ban a pagar  las clínicas,
Invertir en las clínicas y otras obras que se ocupan Para la gran mayoría de la población.,
El dinero que se invierte en obras de lujo panista. Se pueden,
Esas son propuestas!!!,
La mamada xD,
#Yo_SOY_MORENA!!!,
👍👍,
C,
Pueden ir jovenes tambien alos cruceros ? Digo como voluntarios o algo asi?,
SUERTE SANTOS!!!!,
Claro Genesis Romero mañana habrá un evento de jóvenes con #morena. En revolución  y 15. 7 pm te esperamos.,
"La ciudadanía lo dice, queremos a Santos de Presidente!

Con el pueblo TODO, sin el pueblo NADA! 

¡ NO digas ADIÓS a la ESPERANZA !

Santos Gonzalez Yescas y MORENA la esperanza de San Luis!",
Buena propuesta,
Buenisima ay q confiar en que ganaras,
Esther Gonzalez Flores miraa😱,
,
Vamos con morena un cambio nuevo en san Luis,
Buena propuesta votare por ti,
votar por la izquierda nos preocupa porque no respetan las reglas y tristemente lo vimos en el debate que rompiste en el CUT,
